"longitude","latitude","sst","chlc","phoebastria_immutabilis","nyear","nmonth"
-121.25545,28.018429,18.00075,0.07121442,1,2014,2
-119.48646,28.019068,17.40425,0.09262669,1,2014,2
-120.014854,28.022444,17.249594,0.077847525,1,2014,2
-124.718094,28.023397,18.041115,0.05066255,1,2014,2
-119.944595,28.025597,17.182592,0.08212304,1,2014,2
-124.58363,28.026138,17.983986,0.049112037,1,2014,2
-119.12307,28.029266,17.59134,0.110024996,1,2014,2
-119.5972,28.032219,17.287428,0.088024795,1,2014,2
-121.08797,28.034548,17.803848,0.0773109,1,2014,2
-121.30085,28.034872,18.001923,0.07880763,1,2014,2
-136.7234,28.03746,19.862265,0.07421492,1,2014,2
-136.67612,28.040052,19.867949,0.074495,1,2014,2
-124.65561,28.040234,18.028124,0.055159327,1,2014,2
-119.72296,28.044832,17.078346,0.08754339,1,2014,2
-121.35028,28.04507,17.984182,0.08312595,1,2014,2
-121.517555,28.04592,17.835714,0.09077952,1,2014,2
-121.461044,28.046562,17.917036,0.07878388,1,2014,2
-124.616066,28.046667,17.995203,0.05875277,1,2014,2
-121.395935,28.046925,17.958445,0.08116446,1,2014,2
-121.01328,28.049643,17.68057,0.073186725,1,2014,2
-136.75897,28.049797,19.863527,0.0730267,1,2014,2
-119.571106,28.050064,17.302813,0.097074315,1,2014,2
-119.94946,28.050383,17.132935,0.08512037,1,2014,2
-119.52272,28.054092,17.31215,0.09671863,1,2014,2
-124.56518,28.05535,17.925972,0.04789381,1,2014,2
-124.460495,28.055695,17.896397,0.052834295,1,2014,2
-119.87558,28.056536,17.094263,0.08051086,1,2014,2
-124.50774,28.057348,17.925436,0.04961675,1,2014,2
